0.3104 
0.3204 
0.3356 
0.0629 
0.5932 
0.5470 
0.3544 
0.4070
0.3255 
0.3400 
0.3781 
0.1853 
0.7476 
0.2754 
0.4149 
0.0456
0.3516 
0.5054 
0.4904 
0.0649
0.4964 
0.4980 
0.5451 
0.4338
